Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Total effort hours,Performance Index
7,83,Yes,7,1,8,74
2,41,Yes,7,4,6,17
4,65,Yes,5,4,8,47
1,54,No,4,1,2,25
9,85,Yes,4,5,14,81
3,96,No,4,6,9,74
3,49,Yes,4,0,3,30
9,61,No,9,2,11,59
3,79,No,9,3,6,60
8,64,Yes,6,1,9,58
2,54,No,5,9,11,28
3,52,Yes,5,4,7,33
2,47,Yes,6,3,5,30
1,60,Yes,4,1,2,31
2,60,Yes,8,0,2,36
8,61,Yes,8,7,15,56
9,85,No,6,1,10,82
2,72,Yes,8,3,5,50
7,84,No,7,9,16,76
5,66,Yes,5,4,9,52
3,79,No,8,1,4,60
9,89,No,9,9,18,91
6,61,Yes,9,8,14,52
1,69,No,7,1,2,43
5,48,Yes,5,5,10,32
7,84,Yes,7,6,13,77
4,74,Yes,5,5,9,55
8,57,No,5,3,11,52
5,81,No,8,0,5,68
9,44,No,9,1,10,41
9,66,No,6,9,18,63
9,96,Yes,8,9,18,99
1,45,Yes,4,5,6,17
2,71,No,7,7,9,47
3,47,No,4,2,5,24
4,95,Yes,5,6,10,80
9,78,No,8,8,17,79
6,60,Yes,4,3,9,49
1,57,No,4,6,7,27
9,53,No,9,6,15,51
6,54,No,4,9,15,41
4,81,Yes,9,8,12,67
4,65,Yes,9,2,6,48
3,92,No,5,0,3,72
7,83,No,9,7,14,75
3,71,No,5,3,6,48
2,78,No,9,1,3,58
8,67,No,9,4,12,62
4,99,No,5,3,7,83
8,78,No,4,0,8,68
1,82,No,7,6,7,55
5,71,Yes,8,3,8,55
9,52,Yes,8,7,16,49
1,54,Yes,5,8,9,27
4,57,Yes,4,7,11,38
6,78,No,7,0,6,66
8,45,Yes,6,7,15,37
3,94,Yes,5,4,7,72
5,50,No,6,0,5,34
7,71,Yes,8,8,15,68
1,79,Yes,8,8,9,56
7,59,Yes,7,6,13,52
8,72,Yes,7,6,14,67
8,79,Yes,6,0,8,69
9,47,No,8,8,17,45
6,90,No,7,0,6,76
6,74,No,7,6,12,65
2,44,Yes,8,8,10,26
3,74,Yes,8,8,11,54
4,86,Yes,4,4,8,68
4,53,No,9,5,9,34
8,60,Yes,7,1,9,56
1,86,Yes,6,1,2,63
4,63,Yes,5,9,13,47
4,56,Yes,5,8,12,40
1,57,No,8,0,1,31
3,73,No,9,9,12,56
5,51,Yes,6,4,9,36
6,55,No,4,6,12,41
9,43,No,7,9,18,43
9,64,No,4,5,14,61
9,73,Yes,6,5,14,69
1,67,No,4,5,6,44
9,85,No,8,7,16,82
8,50,Yes,5,6,14,48
2,52,No,8,4,6,27
1,70,No,7,9,10,45
1,99,No,8,1,2,75
6,64,Yes,6,9,15,54
9,78,Yes,6,5,14,76
7,49,No,7,9,16,44
5,63,Yes,7,4,9,50
2,40,Yes,5,3,5,17
1,92,Yes,4,9,10,66
2,64,No,5,4,6,42
1,67,No,8,8,9,42
3,75,Yes,4,1,4,56
6,57,No,7,5,11,48
8,45,Yes,6,8,16,40
3,41,Yes,8,9,12,24
9,42,No,5,4,13,38
5,85,Yes,9,5,10,73
7,47,Yes,9,9,16,40
8,70,Yes,7,3,11,62
3,87,Yes,4,4,7,65
2,58,No,9,7,9,37
2,89,Yes,4,0,2,68
5,45,No,6,0,5,30
1,53,Yes,7,9,10,31
2,42,No,7,3,5,15
9,87,Yes,8,9,18,89
7,40,Yes,8,2,9,33
6,83,No,4,4,10,72
9,69,No,9,9,18,64
7,85,Yes,9,7,14,78
5,58,Yes,5,0,5,40
9,93,Yes,4,4,13,91
6,58,Yes,9,4,10,49
6,48,Yes,8,1,7,38
4,46,No,8,4,8,28
1,85,No,8,7,8,62
5,76,Yes,4,9,14,62
9,89,No,7,6,15,89
8,80,No,5,1,9,74
8,92,Yes,5,5,13,85
5,46,No,8,9,14,33
9,48,Yes,6,0,9,41
3,43,No,4,9,12,24
3,64,No,9,9,12,47
1,88,No,9,2,3,65
9,51,No,7,5,14,50
6,45,No,8,8,14,35
2,57,Yes,6,0,2,30
8,79,No,8,5,13,76
9,60,Yes,6,1,10,55
9,54,No,5,8,17,49
2,42,No,6,1,3,19
2,41,No,5,2,4,15
7,95,Yes,5,1,8,86
4,94,No,4,3,7,77
1,80,No,6,3,4,55
8,79,Yes,7,9,17,77
2,98,Yes,7,0,2,74
3,43,Yes,6,7,10,23
5,71,No,4,4,9,56
3,41,No,7,7,10,18
7,85,No,8,5,12,76
7,68,No,7,1,8,57
2,41,Yes,4,6,8,13
7,73,Yes,5,9,16,64
6,66,No,5,8,14,54
9,99,Yes,5,6,15,97
9,93,Yes,4,4,13,89
2,78,Yes,5,3,5,53
7,83,No,5,7,14,74
5,77,Yes,4,5,10,61
6,57,No,8,4,10,41
1,75,No,7,6,7,48
7,58,No,4,2,9,48
6,66,Yes,4,8,14,54
4,84,Yes,6,3,7,67
1,59,Yes,5,3,4,34
9,60,Yes,9,7,16,60
4,62,No,8,5,9,46
2,69,No,9,0,2,45
8,64,No,6,1,9,56
2,70,Yes,8,8,10,49
5,66,Yes,5,5,10,49
6,73,Yes,9,6,12,65
8,47,No,5,8,16,39
1,58,No,5,2,3,33
1,80,Yes,7,4,5,55
4,65,No,8,4,8,50
5,67,No,8,9,14,52
9,43,Yes,6,6,15,43
7,70,Yes,4,1,8,58
7,55,No,5,3,10,45
8,90,Yes,5,3,11,81
5,49,No,9,7,12,36
5,77,Yes,6,9,14,64
1,87,No,8,2,3,57
9,49,Yes,7,1,10,46
6,84,Yes,8,8,14,76
9,48,Yes,7,3,12,43
3,78,No,7,8,11,58
5,75,No,8,5,10,61
2,90,Yes,9,0,2,72
5,97,No,5,2,7,82
8,75,No,7,6,14,69
2,58,Yes,9,8,10,35
8,99,Yes,6,7,15,91
4,58,Yes,6,4,8,40
1,51,No,7,7,8,26
5,52,Yes,5,1,6,34
1,64,No,7,2,3,35
7,75,No,6,7,14,67
8,64,No,6,8,16,60
3,67,Yes,8,9,12,48
3,81,Yes,5,7,10,62
7,92,No,8,3,10,84
4,78,No,9,5,9,67
3,69,Yes,9,4,7,50
8,44,Yes,9,3,11,42
3,56,Yes,4,8,11,37
7,57,Yes,9,9,16,50
2,82,Yes,7,2,4,61
1,86,Yes,8,0,1,61
6,60,Yes,9,6,12,48
8,61,Yes,5,9,17,56
1,78,Yes,9,7,8,54
9,89,No,7,2,11,86
3,97,Yes,7,2,5,77
3,96,Yes,7,5,8,77
4,45,No,7,1,5,25
1,89,Yes,7,5,6,67
9,55,Yes,5,4,13,51
3,41,No,4,6,9,20
4,90,Yes,6,8,12,74
1,40,No,4,8,9,12
4,96,No,6,0,4,78
1,69,Yes,8,6,7,48
5,97,No,7,2,7,79
5,82,No,8,3,8,66
7,91,No,8,1,8,82
8,76,No,6,0,8,67
4,87,Yes,5,9,13,75
7,62,No,7,2,9,52
4,40,No,9,9,13,25
3,58,Yes,8,8,11,39
6,85,No,4,0,6,66
4,42,Yes,7,2,6,24
3,41,No,5,4,7,17
9,95,Yes,7,2,11,93
5,76,No,9,3,8,62
7,56,Yes,9,3,10,47
6,67,No,8,0,6,55
5,57,Yes,4,5,10,41
7,72,Yes,8,6,13,67
6,54,Yes,5,6,12,43
2,61,Yes,6,5,7,42
3,80,Yes,9,6,9,64
2,66,No,4,2,4,42
3,94,No,9,4,7,77
1,76,Yes,5,6,7,52
8,71,Yes,5,9,17,62
6,99,No,9,4,10,90
2,84,No,8,9,11,60
8,58,Yes,9,1,9,49
6,67,No,8,5,11,54
7,67,Yes,9,6,13,61
1,95,Yes,8,1,2,67
7,49,Yes,6,9,16,42
3,59,No,7,7,10,43
8,64,Yes,7,4,12,58
6,60,No,8,7,13,50
4,53,No,8,2,6,34
8,61,No,6,1,9,51
9,92,No,7,6,15,89
2,65,Yes,6,4,6,41
6,83,Yes,5,4,10,70
5,50,No,9,7,12,35
5,94,Yes,7,8,13,79
3,46,No,8,7,10,26
8,56,Yes,4,9,17,46
8,57,Yes,5,1,9,51
5,46,Yes,9,9,14,30
8,95,Yes,4,6,14,88
8,59,Yes,6,4,12,55
3,77,Yes,9,6,9,60
2,50,No,6,2,4,26
9,83,Yes,6,3,12,85
2,97,Yes,8,6,8,76
9,55,Yes,6,1,10,53
4,90,No,4,1,5,70
2,94,Yes,5,0,2,64
1,66,Yes,8,0,1,41
4,90,Yes,5,0,4,73
9,50,No,6,5,14,47
9,55,Yes,7,4,13,49
4,62,No,9,9,13,53
9,99,No,8,7,16,95
6,98,Yes,6,4,10,87
1,51,Yes,8,0,1,26
6,98,No,7,7,13,89
9,79,No,4,5,14,73
2,42,Yes,4,7,9,19
6,41,Yes,9,1,7,33
2,99,No,4,9,11,75
4,77,No,7,7,11,59
8,87,No,5,5,13,79
7,91,No,7,0,7,82
9,63,Yes,7,0,9,58
7,68,No,6,9,16,61
1,86,Yes,4,4,5,59
2,85,No,8,6,8,63
6,73,No,9,3,9,60
7,59,Yes,5,9,16,55
3,57,Yes,8,4,7,38
9,53,Yes,6,9,18,49
7,57,Yes,6,2,9,48
6,41,No,5,1,7,24
6,40,Yes,8,1,7,27
1,59,Yes,5,4,5,34
5,73,Yes,5,3,8,59
3,80,No,4,1,4,60
7,80,No,8,4,11,75
3,87,Yes,4,9,12,67
5,50,No,4,8,13,36
7,66,No,9,7,14,60
3,62,Yes,4,8,11,43
2,77,No,7,8,10,52
6,83,Yes,6,7,13,73
8,42,Yes,6,8,16,36
4,51,Yes,7,3,7,37
9,69,No,5,7,16,66
8,70,Yes,8,1,9,64
7,62,No,8,8,15,54
7,40,No,8,8,15,31
3,80,No,4,2,5,59
6,59,No,8,5,11,49
5,93,Yes,8,6,11,80
1,45,Yes,8,2,3,19
3,50,No,6,4,7,27
1,74,Yes,7,0,1,51
4,43,No,9,2,6,25
3,68,No,5,7,10,48
4,98,Yes,7,2,6,82
9,49,No,8,7,16,47
3,90,Yes,5,8,11,70
6,68,No,5,5,11,57
6,77,No,7,6,12,69
7,40,No,7,5,12,32
9,79,No,7,7,16,78
7,47,Yes,9,6,13,41
1,96,No,7,9,10,72
8,77,No,9,0,8,71
5,56,Yes,4,2,7,44
9,58,No,6,2,11,57
5,72,No,9,2,7,57
5,54,No,6,3,8,41
2,84,No,8,0,2,62
3,70,No,4,1,4,48
9,60,No,5,4,13,59
7,42,Yes,7,5,12,34
1,41,No,8,8,9,17
3,74,Yes,5,1,4,54
2,80,No,6,8,10,55
1,98,Yes,5,6,7,73
9,55,Yes,7,8,17,50
8,95,Yes,7,3,11,91
5,84,Yes,9,6,11,73
2,90,No,9,0,2,70
1,98,No,6,7,8,74
7,89,No,7,6,13,86
2,60,Yes,4,6,8,34
1,51,Yes,8,1,2,25
2,67,Yes,6,9,11,47
7,51,Yes,6,8,15,45
7,72,Yes,5,7,14,62
6,59,Yes,6,0,6,49
5,79,Yes,8,0,5,62
3,88,No,4,4,7,65
3,60,Yes,5,1,4,40
9,99,No,8,0,9,97
4,91,No,9,9,13,79
9,93,Yes,6,7,16,93
4,78,Yes,7,3,7,60
2,80,Yes,9,1,3,61
4,88,Yes,7,4,8,73
6,98,No,8,5,11,89
6,81,Yes,4,7,13,71
5,75,No,7,6,11,61
1,61,Yes,8,6,7,39
3,65,No,5,0,3,44
5,46,No,6,2,7,32
6,46,No,4,2,8,35
1,47,No,4,6,7,20
9,65,No,5,1,10,62
3,63,Yes,4,9,12,42
3,63,Yes,8,6,9,43
2,79,Yes,4,8,10,56
8,87,No,4,0,8,79
3,51,Yes,4,1,4,30
6,86,No,8,5,11,73
2,47,No,9,1,3,25
7,93,Yes,6,1,8,84
4,48,No,7,4,8,27
9,42,Yes,9,6,15,41
9,93,No,4,3,12,92
7,60,Yes,5,5,12,53
8,70,No,5,2,10,63
3,87,Yes,8,3,6,67
5,86,Yes,6,3,8,74
2,63,No,4,3,5,37
7,43,No,8,0,7,33
8,59,No,7,3,11,58
9,55,Yes,6,3,12,55
7,49,Yes,6,5,12,40
8,82,No,8,8,16,79
9,65,Yes,9,9,18,68
6,68,Yes,5,5,11,57
2,44,No,9,5,7,20
2,50,Yes,6,6,8,28
4,68,Yes,5,6,10,50
9,84,Yes,6,0,9,80
7,54,No,6,7,14,44
2,45,Yes,6,0,2,19
8,87,No,7,8,16,81
7,54,Yes,5,3,10,46
9,82,Yes,7,8,17,83
8,59,Yes,5,7,15,58
3,73,Yes,7,8,11,53
1,99,Yes,7,5,6,73
2,99,No,7,8,10,79
2,41,Yes,8,3,5,15
4,83,Yes,7,2,6,62
6,55,Yes,9,2,8,46
4,58,Yes,9,7,11,41
9,73,No,6,1,10,68
4,88,Yes,4,5,9,72
6,53,Yes,7,8,14,43
6,63,Yes,4,8,14,51
1,67,Yes,4,7,8,38
8,87,No,6,7,15,80
3,71,No,4,0,3,48
6,76,Yes,4,6,12,63
3,49,Yes,9,0,3,31
2,88,Yes,4,8,10,66
5,84,Yes,5,2,7,69
1,87,Yes,7,0,1,62
9,48,No,7,7,16,49
7,63,No,4,6,13,54
3,75,Yes,6,1,4,57
4,95,Yes,5,6,10,77
6,68,Yes,6,4,10,56
3,99,No,6,6,9,79
7,68,Yes,4,9,16,60
6,97,Yes,8,6,12,88
9,87,No,4,1,10,83
5,62,No,9,1,6,43
4,66,Yes,8,6,10,48
3,70,Yes,5,2,5,50
1,82,Yes,8,3,4,61
3,46,Yes,4,6,9,24
3,88,No,4,1,4,71
7,93,No,6,1,8,81
7,84,Yes,4,8,15,76
1,43,No,9,0,1,17
3,53,Yes,4,2,5,30
8,81,No,7,9,17,78
9,81,Yes,7,3,12,78
7,49,Yes,6,4,11,37
7,98,No,8,2,9,86
8,83,No,8,8,16,77
6,73,No,7,4,10,63
3,65,No,9,6,9,46
1,62,No,5,6,7,38
7,48,Yes,9,8,15,41
1,76,Yes,7,1,2,51
1,47,No,9,2,3,24
9,92,Yes,5,3,12,88
7,53,Yes,8,7,14,50
4,46,Yes,7,0,4,30
6,46,Yes,4,8,14,32
1,48,No,5,4,5,18
7,42,Yes,5,3,10,29
6,53,Yes,5,7,13,41
4,56,Yes,8,8,12,37
7,89,Yes,9,2,9,85
3,83,No,6,3,6,67
1,61,Yes,4,0,1,30
4,85,Yes,7,2,6,69
3,65,Yes,9,9,12,43
1,97,No,5,4,5,72
2,67,No,8,7,9,47
5,84,Yes,5,0,5,69
8,53,Yes,9,0,8,48
1,48,No,7,2,3,20
4,90,Yes,4,8,12,73
4,65,No,5,8,12,49
5,41,Yes,8,0,5,26
7,50,Yes,8,3,10,44
8,56,No,6,7,15,49
6,73,Yes,8,1,7,61
1,58,Yes,6,3,4,28
7,78,Yes,4,6,13,74
3,57,No,7,6,9,33
6,52,No,6,4,10,42
8,44,Yes,5,6,14,39
7,89,Yes,9,5,12,82
6,62,Yes,5,1,7,48
9,97,Yes,7,8,17,95
9,95,No,8,4,13,92
1,63,No,9,1,2,36
1,68,No,5,5,6,37
1,87,Yes,9,9,10,65
8,86,Yes,6,4,12,82
7,47,No,7,1,8,37
3,65,Yes,5,9,12,45
2,54,Yes,8,9,11,34
4,96,No,9,6,10,78
3,40,Yes,8,9,12,18
7,67,No,9,1,8,59
8,88,Yes,5,6,14,82
6,86,Yes,7,5,11,75
3,85,Yes,4,3,6,65
6,53,Yes,5,3,9,40
2,81,Yes,8,5,7,60
7,73,No,4,8,15,67
7,98,No,7,9,16,95
4,70,Yes,8,5,9,56
8,45,Yes,7,5,13,35
4,88,No,9,0,4,73
7,44,No,5,4,11,37
4,70,Yes,7,0,4,53
5,76,No,8,8,13,62
7,54,No,5,9,16,44
3,54,No,8,3,6,36
5,91,Yes,8,1,6,76
3,82,No,4,8,11,60
5,44,No,6,5,10,28
3,67,No,7,9,12,48
7,72,No,7,2,9,62
1,50,Yes,4,1,2,19
9,82,No,9,5,14,80
9,45,No,7,9,18,46
5,62,No,4,5,10,47
9,79,Yes,7,8,17,79
6,41,Yes,7,4,10,27
5,54,Yes,8,8,13,43
3,62,No,4,4,7,43
8,61,No,9,1,9,56
4,48,No,7,0,4,27
3,86,Yes,9,8,11,70
6,79,No,6,9,15,70
8,69,No,4,6,14,61
9,55,Yes,4,2,11,53
6,98,No,4,5,11,87
5,85,No,8,9,14,68
2,86,Yes,4,3,5,61
2,91,Yes,8,8,10,70
9,69,Yes,6,1,10,65
2,84,Yes,5,3,5,61
2,48,Yes,8,0,2,27
3,40,No,7,6,9,22
3,98,Yes,4,3,6,81
4,77,No,5,4,8,60
7,47,No,8,0,7,41
9,98,Yes,9,1,10,98
2,98,Yes,9,3,5,79
4,91,No,7,1,5,77
9,57,No,5,0,9,51
2,66,No,6,9,11,43
1,57,Yes,8,0,1,27
8,71,No,9,5,13,69
9,97,Yes,9,1,10,98
7,88,No,8,2,9,80
8,71,No,9,4,12,68
4,92,No,6,2,6,76
4,87,Yes,9,5,9,72
2,84,Yes,8,6,8,64
8,93,No,4,9,17,87
2,75,No,9,5,7,53
9,75,No,8,1,10,71
4,60,Yes,4,8,12,40
1,85,Yes,9,1,2,58
4,71,Yes,9,5,9,55
3,70,Yes,8,8,11,50
6,76,Yes,7,8,14,64
7,55,No,7,1,8,44
8,85,No,5,8,16,79
2,85,No,7,7,9,65
6,53,Yes,6,6,12,37
6,96,No,5,7,13,85
5,63,Yes,7,9,14,48
7,64,Yes,4,7,14,55
3,85,No,8,0,3,64
4,90,No,7,8,12,74
9,74,Yes,4,5,14,67
4,56,Yes,5,0,4,38
3,85,No,8,0,3,65
2,81,Yes,7,6,8,60
5,84,Yes,5,9,14,72
4,93,Yes,7,1,5,73
8,43,No,5,5,13,34
7,50,Yes,7,4,11,45
6,86,Yes,4,4,10,75
2,54,Yes,6,9,11,28
3,69,Yes,4,5,8,48
9,63,Yes,8,7,16,64
9,41,Yes,7,4,13,42
5,82,Yes,6,7,12,72
3,73,No,6,4,7,52
2,62,No,8,9,11,40
8,70,No,8,5,13,61
6,76,Yes,6,7,13,66
7,52,No,8,1,8,43
1,72,No,8,6,7,49
1,46,Yes,7,2,3,16
2,71,No,4,8,10,46
3,46,Yes,9,9,12,28
1,81,Yes,5,6,7,57
5,77,Yes,6,2,7,62
3,91,No,5,7,10,76
1,83,Yes,6,9,10,56
8,52,No,6,1,9,44
6,63,Yes,4,9,15,49
9,67,Yes,6,7,16,64
3,71,No,6,6,9,52
9,82,Yes,4,4,13,79
9,57,No,8,3,12,52
1,73,Yes,9,9,10,52
3,87,Yes,5,9,12,71
6,73,Yes,6,0,6,59
8,90,Yes,4,3,11,90
4,77,Yes,6,5,9,58
5,40,Yes,4,5,10,25
9,82,Yes,5,1,10,78
6,89,Yes,7,8,14,77
7,81,No,8,0,7,73
7,70,No,7,3,10,61
4,89,No,4,3,7,71
4,99,Yes,6,1,5,82
4,40,No,8,7,11,25
5,90,No,5,1,6,76
5,55,Yes,9,1,6,39
8,97,No,8,1,9,91
9,78,Yes,6,0,9,73
2,54,No,7,4,6,34
7,72,No,4,3,10,64
1,62,No,7,1,2,36
1,92,No,8,0,1,67
4,80,No,9,0,4,63
7,73,Yes,6,1,8,64
2,56,No,4,0,2,29
2,64,Yes,6,8,10,41
1,95,No,6,1,2,70
2,81,Yes,9,2,4,57
7,45,No,8,8,15,36
9,70,No,7,4,13,67
6,44,No,6,7,13,29
2,79,No,6,6,8,58
9,79,No,6,5,14,77
7,69,Yes,4,1,8,60
1,44,No,6,3,4,16
9,51,No,6,8,17,50
2,46,Yes,8,6,8,25
4,84,No,6,2,6,68
9,52,No,9,5,14,52
4,88,No,9,7,11,72
3,43,No,6,7,10,21
1,89,No,9,7,8,63
7,81,Yes,8,7,14,74
6,42,No,4,9,15,24
4,51,Yes,9,5,9,33
6,40,No,9,9,15,29
6,66,No,7,2,8,53
4,82,Yes,8,8,12,68
6,89,No,9,2,8,75
8,52,No,4,3,11,41
3,56,Yes,7,9,12,34
4,47,No,6,0,4,29
1,71,No,8,1,2,44
4,59,Yes,9,5,9,42
9,90,Yes,6,0,9,90
8,56,No,8,8,16,52
4,73,No,7,7,11,55
7,74,No,9,1,8,63
3,74,Yes,4,1,4,56
9,77,Yes,8,7,16,76
4,81,No,4,7,11,62
2,63,No,6,0,2,39
5,93,No,6,4,9,78
2,57,Yes,7,1,3,35
6,89,Yes,7,0,6,74
1,85,Yes,5,2,3,58
6,87,No,5,2,8,72
4,78,No,7,9,13,62
3,72,No,9,8,11,52
2,88,Yes,6,9,11,65
7,62,No,4,0,7,50
9,64,Yes,7,1,10,61
3,76,No,9,8,11,57
6,66,Yes,4,4,10,51
9,40,No,5,8,17,37
2,60,No,4,5,7,40
7,98,Yes,7,9,16,91
5,88,No,6,9,14,77
5,49,Yes,7,2,7,31
7,70,No,8,7,14,61
9,83,No,9,8,17,85
4,64,No,9,1,5,47
9,59,Yes,9,8,17,57
9,96,No,8,3,12,95
4,41,Yes,8,7,11,23
3,94,No,6,4,7,74
2,87,No,9,5,7,67
9,54,Yes,7,3,12,52
2,67,No,8,4,6,50
6,52,No,7,0,6,38
5,89,Yes,5,2,7,76
5,99,Yes,9,3,8,88
4,91,No,8,0,4,73
6,93,Yes,8,2,8,81
5,53,Yes,6,3,8,41
4,89,No,7,8,12,72
9,41,Yes,6,2,11,39
6,73,Yes,6,2,8,62
3,74,No,7,3,6,54
6,76,Yes,5,8,14,68
1,64,Yes,7,8,9,40
5,87,No,5,0,5,72
6,93,No,6,7,13,83
8,54,Yes,5,9,17,49
9,51,No,9,0,9,47
3,48,Yes,5,1,4,27
2,97,Yes,5,9,11,76
4,70,Yes,8,4,8,55
8,53,Yes,8,5,13,49
8,68,No,6,1,9,69
3,92,No,7,9,12,72
4,87,Yes,5,4,8,66
3,82,No,9,2,5,62
2,77,Yes,8,6,8,55
4,81,Yes,7,0,4,65
6,99,No,9,4,10,88
5,47,No,5,2,7,32
3,87,Yes,7,1,4,66
2,42,No,9,2,4,20
9,41,Yes,4,9,18,35
1,55,No,9,3,4,30
9,58,No,9,1,10,54
1,69,Yes,5,1,2,42
7,80,No,7,2,9,67
6,55,No,5,1,7,43
7,70,Yes,5,5,12,60
3,93,Yes,4,1,4,72
3,97,Yes,9,0,3,79
1,67,Yes,7,7,8,41
4,43,Yes,6,9,13,25
2,49,Yes,8,3,5,23
8,90,No,5,1,9,82
3,84,Yes,5,3,6,67
7,57,Yes,5,1,8,48
7,86,Yes,5,4,11,74
9,71,No,8,6,15,70
6,69,Yes,6,5,11,60
1,75,Yes,4,1,2,46
8,48,No,6,3,11,41
1,75,No,8,7,8,50
3,68,Yes,7,6,9,49
5,55,No,4,6,11,40
8,67,No,4,3,11,61
9,60,Yes,7,0,9,56
7,86,Yes,9,6,13,82
9,95,Yes,5,5,14,88
3,41,No,8,7,10,19
5,99,Yes,7,4,9,89
8,98,No,6,7,15,92
1,85,Yes,6,9,10,62
8,74,No,9,7,15,70
7,93,Yes,7,8,15,88
1,67,No,8,0,1,42
6,94,Yes,9,2,8,89
1,75,Yes,9,5,6,51
2,70,Yes,9,3,5,48
5,72,No,4,7,12,59
2,62,No,4,9,11,40
1,99,Yes,5,0,1,71
6,80,No,8,4,10,71
8,56,Yes,6,3,11,50
8,85,No,6,0,8,78
8,88,Yes,5,9,17,84
6,40,No,6,5,11,29
3,81,No,9,9,12,63
1,62,No,5,2,3,34
2,87,No,5,4,6,68
5,66,No,7,5,10,52
5,64,Yes,4,3,8,51
1,71,No,8,9,10,46
1,58,No,8,9,10,32
9,63,No,4,5,14,61
2,96,No,9,6,8,74
7,42,Yes,8,1,8,29
4,99,No,6,6,10,82
7,51,No,6,6,13,43
8,74,Yes,8,1,9,67
5,54,Yes,7,2,7,38
1,56,No,8,2,3,30
4,89,Yes,5,0,4,69
3,71,No,9,0,3,52
5,46,No,5,9,14,33
6,58,Yes,4,5,11,48
2,46,No,9,8,10,23
7,44,Yes,9,8,15,41
3,97,Yes,6,0,3,78
1,79,No,9,6,7,53
3,60,No,7,5,8,39
9,87,Yes,8,3,12,84
6,87,No,5,2,8,70
6,90,Yes,6,8,14,83
4,96,Yes,6,9,13,81
8,86,Yes,7,4,12,82
5,46,Yes,7,7,12,33
7,76,No,7,3,10,64
9,62,No,7,3,12,59
5,50,No,5,5,10,36
5,49,No,7,5,10,36
4,96,No,6,2,6,81
6,60,No,6,1,7,47
2,94,Yes,9,8,10,69
3,98,No,8,1,4,80
1,80,Yes,6,8,9,55
2,72,Yes,6,7,9,54
2,59,Yes,5,9,11,40
8,72,No,9,6,14,70
8,79,Yes,6,4,12,71
2,74,No,4,2,4,47
6,73,Yes,6,1,7,62
5,75,No,8,7,12,59
3,66,No,8,1,4,48
5,58,No,9,7,12,47
5,82,No,9,4,9,72
5,44,No,7,8,13,32
3,68,Yes,5,3,6,47
3,95,No,8,7,10,76
4,49,No,4,6,10,29
7,95,Yes,4,7,14,87
2,98,No,7,4,6,71
4,94,No,5,1,5,75
4,79,No,5,6,10,63
1,52,No,9,2,3,28
8,68,No,6,9,17,64
1,44,Yes,4,9,10,16
8,97,No,4,9,17,89
7,97,Yes,4,9,16,90
9,98,No,4,1,10,91
8,51,Yes,8,2,10,43
5,98,Yes,5,3,8,84
8,52,Yes,6,9,17,47
3,61,No,8,6,9,47
7,79,No,5,9,16,71
4,54,Yes,7,0,4,37
5,52,No,4,5,10,35
9,40,No,6,5,14,38
7,93,Yes,5,7,14,85
4,77,No,7,1,5,58
6,82,Yes,4,1,7,69
7,84,No,7,0,7,74
9,92,Yes,7,2,11,89
4,91,No,8,6,10,80
3,40,No,7,7,10,21
8,50,Yes,8,6,14,45
1,97,Yes,9,8,9,74
9,82,No,8,7,16,77
1,79,Yes,7,7,8,51
2,61,Yes,5,1,3,38
8,74,Yes,7,0,8,69
9,99,Yes,7,5,14,98
7,90,Yes,5,6,13,85
3,83,No,4,5,8,62
7,45,Yes,6,6,13,38
6,67,Yes,9,7,13,57
2,70,Yes,4,1,3,41
3,94,Yes,7,0,3,76
5,47,No,4,9,14,30
4,44,Yes,6,7,11,28
2,81,No,4,7,9,56
4,93,No,6,7,11,77
8,87,Yes,4,9,17,85
5,83,Yes,8,6,11,72
5,56,No,7,1,6,42
3,77,No,6,3,6,56
8,48,No,9,8,16,43
6,49,Yes,7,7,13,38
2,59,No,8,3,5,38
2,53,Yes,4,7,9,30
9,53,No,7,9,18,52
7,65,No,4,5,12,55
9,68,Yes,4,8,17,67
6,88,Yes,7,0,6,78
5,66,No,6,5,10,51
1,64,Yes,6,3,4,39
6,55,Yes,7,2,8,46
6,75,No,6,4,10,67
3,73,Yes,5,9,12,52
3,55,Yes,4,7,10,36
3,72,No,7,9,12,54
3,42,No,9,5,8,25
7,62,Yes,8,0,7,53
2,50,Yes,7,5,7,28
2,87,Yes,7,6,8,64
3,97,No,4,5,8,77
7,57,No,8,2,9,46
3,86,Yes,4,8,11,69
7,80,Yes,9,9,16,74
9,83,Yes,6,9,18,85
4,68,No,7,3,7,49
7,98,No,4,4,11,89
9,89,Yes,9,4,13,88
8,44,Yes,9,2,10,40
8,63,Yes,5,1,9,58
9,68,Yes,7,7,16,63
5,68,No,9,6,11,57
5,99,Yes,6,4,9,87
3,65,Yes,4,0,3,40
5,79,No,4,9,14,67
8,42,Yes,5,0,8,32
5,41,Yes,6,7,12,27
4,64,Yes,9,3,7,47
8,58,Yes,5,3,11,51
7,79,Yes,9,8,15,72
6,41,Yes,9,1,7,31
5,58,No,7,4,9,42
5,40,Yes,8,5,10,28
2,66,No,9,5,7,45
4,93,No,4,9,13,75
8,84,No,9,2,10,81
8,94,No,5,9,17,88
1,91,Yes,9,5,6,67
2,88,Yes,4,9,11,62
5,74,Yes,4,9,14,59
9,80,Yes,5,4,13,75
7,44,No,4,7,14,30
5,77,No,6,3,8,62
1,43,No,6,9,10,17
